cb_read,cb_write,ds_read,ds_write,cb_nodes,cb_config_list,POSIX_BYTES_READ_PERC,POSIX_UNIQUE_BYTES_PERC,POSIX_SHARED_BYTES_PERC,POSIX_READ_ONLY_BYTES_PERC,POSIX_READ_WRITE_BYTES_PERC,POSIX_WRITE_ONLY_BYTES_PERC,POSIX_UNIQUE_FILES_PERC,POSIX_SHARED_FILES_PERC,POSIX_READ_ONLY_FILES_PERC,POSIX_READ_WRITE_FILES_PERC,POSIX_WRITE_ONLY_FILES_PERC,POSIX_READS_PERC,POSIX_WRITES_PERC,POSIX_RW_SWITCHES_PERC,POSIX_SEQ_READS_PERC,POSIX_SEQ_WRITES_PERC,POSIX_CONSEC_READS_PERC,POSIX_CONSEC_WRITES_PERC,POSIX_FILE_NOT_ALIGNED_PERC,POSIX_MEM_NOT_ALIGNED_PERC,POSIX_SIZE_READ_0_100_PERC,POSIX_SIZE_READ_100_1K_PERC,POSIX_SIZE_READ_1K_10K_PERC,POSIX_SIZE_READ_10K_100K_PERC,POSIX_SIZE_READ_100K_1M_PERC,POSIX_SIZE_READ_1M_4M_PERC,POSIX_SIZE_READ_4M_10M_PERC,POSIX_SIZE_READ_10M_100M_PERC,POSIX_SIZE_READ_100M_1G_PERC,POSIX_SIZE_READ_1G_PLUS_PERC,POSIX_SIZE_WRITE_0_100_PERC,POSIX_SIZE_WRITE_100_1K_PERC,POSIX_SIZE_WRITE_1K_10K_PERC,POSIX_SIZE_WRITE_10K_100K_PERC,POSIX_SIZE_WRITE_100K_1M_PERC,POSIX_SIZE_WRITE_1M_4M_PERC,POSIX_SIZE_WRITE_4M_10M_PERC,POSIX_SIZE_WRITE_10M_100M_PERC,POSIX_SIZE_WRITE_100M_1G_PERC,POSIX_SIZE_WRITE_1G_PLUS_PERC,POSIX_ACCESS1_COUNT_PERC,POSIX_ACCESS2_COUNT_PERC,POSIX_ACCESS3_COUNT_PERC,POSIX_ACCESS4_COUNT_PERC,POSIX_OPENS_LOG10,POSIX_SEEKS_LOG10,POSIX_STATS_LOG10,POSIX_MMAPS_LOG10,POSIX_FSYNCS_LOG10,POSIX_MODE_LOG10,POSIX_MEM_ALIGNMENT_LOG10,POSIX_FILE_ALIGNMENT_LOG10,NPROCS_LOG10,POSIX_TOTAL_ACCESSES_LOG10,POSIX_TOTAL_BYTES_LOG10,POSIX_TOTAL_FILES_LOG10,agg_perf_by_slowest_LOG10
1,0,1,0,20,4,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0078125,0.4921875,0.4921875,0.4921875,0.4921875,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3996737214810382,1.2329961103921538,0.04139268515822507,-0.9999999999999996,0.04139268515822507,2.6405808064896528,0.9590413923210935,6.020600368872428,0.7075701760979364,2.7102020146553847,8.729869875145285,0.7075701760979364,8.775393488345074
2,0,1,2,20,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.46875,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3996737214810382,1.2329961103921538,0.04139268515822507,-0.9999999999999996,0.04139268515822507,0.04139268515822507,0.9590413923210935,6.020600368872428,0.9590413923210935,2.7102020146553847,9.331929865805874,0.9590413923210935,10.01705081594394
1,2,1,2,59,6,0.5,16.0,5.21540641784668e-06,2.1457672119140625e-06,0.0,3.069639205932617e-06,8.0,2.0,1.0,0.0,1.0,0.5,0.5,0.03125,0.265625,0.265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2810333672477277,1.2329961103921538,0.04139268515822507,-0.9999999999999996,0.7075701760979364,0.04139268515822507,0.9590413923210935,6.020600368872428,0.7075701760979364,2.1109262422664203,8.127809886486812,0.3222192947339193,8.183992935843264
2,2,2,0,37,7,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3996737214810382,1.2329961103921538,0.04139268515822507,-0.9999999999999996,0.04139268515822507,2.6405808064896528,0.9590413923210935,6.020600368872428,0.9590413923210935,2.1109262422664203,9.933989856966994,0.9590413923210935,8.183995508612286
0,2,2,1,41,3,0.5,0.0,0.0,1.6763806343078613e-08,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.001953125,0.253173828125,0.253173828125,0.000244140625,0.000244140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.545307116465824,1.5198279937757189,0.04139268515822507,-0.9999999999999996,0.04139268515822507,0.04139268515822507,0.9590413923210935,6.020600368872428,0.9590413923210935,3.6124765641284373,10.235019852603168,0.3222192947339193,8.892452635236866
2,1,1,0,29,1,0.5,0.0,5.207955837249756e-06,0.0,1.0,3.0621886253356934e-06,0.0,2.0,0.0,1.0,1.0,0.5,0.5,0.125,0.46875,0.46875,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2810333672477277,1.2329961103921538,0.04139268515822507,-0.9999999999999996,0.7075701760979364,0.04139268515822507,0.9590413923210935,6.020600368872428,0.7075701760979364,1.5198279937757189,8.127809886486812,0.3222192947339193,7.830606391757892
0,1,1,2,5,8,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.486328125,0.0,0.0009765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5198279937757189,1.2329961103921538,0.04139268515822507,-0.9999999999999996,0.9590413923210935,2.6405808064896528,0.9590413923210935,6.020600368872428,0.9590413923210935,3.9134482556262884,9.933989856966994,0.9590413923210935,8.547793892470478
0,1,1,0,53,7,0.5,256.0,1.8715858459472656e-05,6.4373016357421875e-06,0.0,0.0,2.0,0.5,0.25,0.0,0.0,0.5,0.5,0.125,0.375,0.375,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3996737214810382,1.2329961103921538,0.04139268515822507,-0.9999999999999996,0.7075701760979364,2.6405808064896528,0.9590413923210935,6.020600368872428,0.7075701760979364,1.5198279937757189,7.525749905836812,0.7075701760979364,7.52199912169683
1,0,0,1,57,3,0.0,0.0,0.0,0.0,0.0,7.674098014831543e-07,0.0,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3996737214810382,1.2329961103921538,0.04139268515822507,-0.9999999999999996,0.04139268515822507,2.6405808064896528,0.9590413923210935,6.020600368872428,0.9590413923210935,1.5198279937757189,8.729869875145285,0.9590413923210935,8.698684043979732
2,0,0,1,37,6,0.5,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,8.0,0.5,0.5,0.125,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.2810333672477277,1.2329961103921538,0.04139268515822507,-0.9999999999999996,0.04139268515822507,0.04139268515822507,0.9590413923210935,6.020600368872428,0.7075701760979364,1.5198279937757189,8.729869875145285,0.3222192947339193,8.479592596852935
1,2,0,0,23,5,0.5,0.0,4.068715497851372e-08,1.6763806343078613e-08,1.0,2.3923348635435104e-08,0.0,2.0,1.0,1.0,1.0,0.5,0.5,0.001953125,0.251708984375,0.251708984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.545307116465824,1.5198279937757189,0.04139268515822507,-0.9999999999999996,0.9590413923210935,0.04139268515822507,0.9590413923210935,6.020600368872428,0.9590413923210935,3.6124765641284373,10.235019852603168,0.3222192947339193,8.850159118357253
0,1,1,0,61,2,0.5,0.0,512.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.5,0.125,0.375,0.375,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3996737214810382,1.2329961103921538,0.04139268515822507,-0.9999999999999996,0.04139268515822507,2.6405808064896528,0.9590413923210935,6.020600368872428,0.7075701760979364,1.5198279937757189,7.525749905836812,0.7075701760979364,8.661200695315042
0,2,0,2,35,7,0.0,0.0,1.909211277961731e-07,0.0,0.03125,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9990234375,0.0,0.99609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0453229787866574,0.9590413923210935,0.04139268515822507,-0.9999999999999996,0.7075701760979364,0.04139268515822507,0.9590413923210935,6.020600368872428,0.7075701760979364,3.0107662335184253,9.632959861358627,0.3222192947339193,8.425424130115179
2,1,0,2,10,3,0.0,0.0,16.0,4.863739013671875e-05,0.0,4.9114227294921875e-05,0.0,0.125,0.125,0.0,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3996737214810382,1.2329961103921538,0.04139268515822507,-0.9999999999999996,0.04139268515822507,2.6405808064896528,0.9590413923210935,6.020600368872428,0.9590413923210935,0.9590413923210935,6.923689957220694,0.9590413923210935,9.009892373058142
2,0,2,2,6,4,1.0,0.0,1.4621764421463013e-07,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.99993896484375,0.0,0.999755859375,0.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0043213737826426,0.9590413923210935,0.04139268515822507,-0.9999999999999996,0.04139268515822507,0.04139268515822507,0.9590413923210935,6.020600368872428,0.7075701760979364,4.214449096271685,9.632959861358627,0.3222192947339193,9.906587339055248
1,1,1,2,22,8,1.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.50390625,0.0,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0043213737826426,0.9590413923210935,0.04139268515822507,-0.9999999999999996,0.04139268515822507,0.04139268515822507,0.9590413923210935,6.020600368872428,0.7075701760979364,2.4101020766428607,9.030899870364351,0.3222192947339193,9.83647192868263
1,0,2,0,59,6,0.5,0.0,0.0,8.046627044677734e-07,0.0,1.5348196029663086e-06,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.125,0.296875,0.296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.545307116465824,1.5198279937757189,0.04139268515822507,-0.9999999999999996,0.04139268515822507,0.04139268515822507,0.9590413923210935,6.020600368872428,0.9590413923210935,1.813580988568192,8.428839880371134,0.3222192947339193,8.530586362062405
1,2,0,0,14,8,0.0,0.03125,7.105991244316101e-07,0.0,0.03125,8.0,4.0,2.0,0.0,4.0,8.0,0.0,1.0,0.0,0.0,0.9990234375,0.0,0.99609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0043213737826426,0.9590413923210935,0.04139268515822507,-0.9999999999999996,0.04139268515822507,0.04139268515822507,0.9590413923210935,6.020600368872428,0.7075701760979364,3.0107662335184253,9.030899870364351,0.3222192947339193,8.52166936150023
2,1,2,0,46,3,0.5,0.0,0.0,0.0,0.0,1.5310943126678467e-06,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0078125,0.248046875,0.248046875,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.545307116465824,1.5198279937757189,0.04139268515822507,-0.9999999999999996,0.9590413923210935,0.04139268515822507,0.9590413923210935,6.020600368872428,0.9590413923210935,3.0107662335184253,8.428839880371134,0.3222192947339193,8.118907469078481
0,0,1,0,17,3,0.5,8.0,0.0,5.245208740234375e-06,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.5,0.5,0.03125,0.49609375,0.49609375,0.46875,0.46875,0.75,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.545307116465824,1.5198279937757189,0.04139268515822507,-0.9999999999999996,0.9590413923210935,0.04139268515822507,0.9590413923210935,6.020600368872428,0.9590413923210935,2.4101020766428607,7.8267798943821525,0.3222192947339193,7.811048593585969
2,0,2,2,62,1,0.0,0.0,1.6298145055770874e-07,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5032958984375,0.0,0.00018310546875,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0453229787866574,0.9590413923210935,0.04139268515822507,-0.9999999999999996,0.7075701760979364,0.04139268515822507,0.9590413923210935,6.020600368872428,0.7075701760979364,4.214449096271685,9.632959861358627,0.3222192947339193,8.25276270770757
2,2,1,0,22,1,0.5,0.0,0.0,0.0,0.0,9.592622518539429e-08,0.0,0.0,0.0,0.0,0.125,0.5,0.5,0.00048828125,0.49951171875,0.49951171875,0.49951171875,0.49951171875,0.75,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6910814921229684,1.5198279937757189,0.04139268515822507,-0.9999999999999996,0.9590413923210935,2.6405808064896528,0.9590413923210935,6.020600368872428,0.9590413923210935,4.214449096271685,9.632959861358627,0.9590413923210935,8.932586436509311
0,2,2,2,35,6,0.0,0.0,0.0,1.0728836059570312e-06,2.0,2.0,0.0,0.0,0.25,0.25,2.0,0.0,1.0,0.0,0.0,0.984375,0.0,0.984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2329961103921538,0.9590413923210935,0.04139268515822507,-0.9999999999999996,0.7075701760979364,2.6405808064896528,0.9590413923210935,6.020600368872428,0.7075701760979364,2.4101020766428607,8.428839880371134,0.7075701760979364,8.155307464107432
0,2,2,1,42,8,1.0,0.0,2.0831823348999023e-05,0.0,0.0,1.2248754501342773e-05,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9921875,0.0,0.9375,0.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2576785748691846,1.2329961103921538,0.04139268515822507,-0.9999999999999996,0.04139268515822507,0.04139268515822507,0.9590413923210935,6.020600368872428,0.9590413923210935,2.1109262422664203,7.525749905836812,0.3222192947339193,9.768687410887331
0,1,0,0,42,8,0.0,0.0,8.0,0.0,256.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.984375,0.0,0.984375,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1172712956557642,0.9590413923210935,0.04139268515822507,-0.9999999999999996,0.04139268515822507,2.6405808064896528,0.9590413923210935,6.020600368872428,0.7075701760979364,2.4101020766428607,7.8267798943821525,0.7075701760979364,8.385822753566217
2,1,2,0,62,5,0.0,0.0,3.743171691894531e-05,1.71661376953125e-05,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9375,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0043213737826426,0.9590413923210935,0.04139268515822507,-0.9999999999999996,0.04139268515822507,0.04139268515822507,0.9590413923210935,6.020600368872428,0.7075701760979364,1.2329961103921538,7.224719924410113,0.3222192947339193,8.861971292282
0,2,0,1,3,5,0.0,0.0,64.0,0.0,0.125,1.5348196029663086e-06,0.0,0.25,0.0,1.0,0.25,0.0,1.0,0.0,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2329961103921538,0.9590413923210935,0.04139268515822507,-0.9999999999999996,0.7075701760979364,2.6405808064896528,0.9590413923210935,6.020600368872428,0.7075701760979364,1.2329961103921538,8.428839880371134,0.7075701760979364,8.346314631330806
0,1,1,1,21,3,1.0,0.015625,3.818422555923462e-07,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.96875,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2576785748691846,1.2329961103921538,0.04139268515822507,-0.9999999999999996,0.04139268515822507,0.04139268515822507,0.9590413923210935,6.020600368872428,0.9590413923210935,1.5198279937757189,9.331929865805874,0.3222192947339193,9.987330171428
1,0,1,1,30,6,0.5,0.0,0.0,5.029141902923584e-08,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.00048828125,0.2489013671875,0.2489013671875,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.545307116465824,1.5198279937757189,0.04139268515822507,-0.9999999999999996,0.04139268515822507,0.04139268515822507,0.9590413923210935,6.020600368872428,0.9590413923210935,4.214449096271685,9.632959861358627,0.3222192947339193,8.41653227043926
1,1,1,0,52,1,1.0,0.0,0.0,0.0,0.0,1.5348196029663086e-06,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1172712956557642,0.9590413923210935,0.04139268515822507,-0.9999999999999996,0.04139268515822507,0.04139268515822507,0.9590413923210935,6.020600368872428,0.7075701760979364,0.7075701760979364,8.428839880371134,0.7075701760979364,9.61696600749359
1,2,0,0,63,2,0.0,0.0,4.172325134277344e-05,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2329961103921538,0.9590413923210935,0.04139268515822507,-0.9999999999999996,0.7075701760979364,2.6405808064896528,0.9590413923210935,6.020600368872428,0.7075701760979364,0.7075701760979364,7.224719924410113,0.7075701760979364,7.2399946246644165
2,0,2,1,43,2,0.0,0.0,4.0,3.7997961044311523e-07,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.984375,0.0,0.984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1172712956557642,0.9590413923210935,0.04139268515822507,-0.9999999999999996,0.04139268515822507,2.6405808064896528,0.9590413923210935,6.020600368872428,0.7075701760979364,2.4101020766428607,9.030899870364351,0.7075701760979364,8.42574135707076
2,2,2,2,28,2,0.0,0.0078125,4.945322871208191e-07,0.0,0.0,3.8370490074157715e-07,8.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0453229787866574,0.9590413923210935,0.04139268515822507,-0.9999999999999996,0.7075701760979364,0.04139268515822507,0.9590413923210935,6.020600368872428,0.7075701760979364,1.2329961103921538,9.030899870364351,0.3222192947339193,8.230081805034335
2,1,2,0,49,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.9990234375,0.0,0.9990234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1172712956557642,0.9590413923210935,0.04139268515822507,-0.9999999999999996,0.04139268515822507,2.6405808064896528,0.9590413923210935,6.020600368872428,0.7075701760979364,3.6124765641284373,9.632959861358627,0.7075701760979364,8.070543392712716
0,0,2,2,58,5,0.5,0.0,0.0,2.1457672119140625e-06,0.0,3.0621886253356934e-06,0.0,0.0,0.25,0.0,0.25,0.5,0.5,0.125,0.3125,0.375,0.15625,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3996737214810382,1.2329961103921538,0.04139268515822507,-0.9999999999999996,0.7075701760979364,2.6405808064896528,0.9590413923210935,6.020600368872428,0.7075701760979364,1.5198279937757189,8.127809886486812,0.7075701760979364,8.490827179858721
0,1,0,0,41,3,0.0,0.0,8.137430995702744e-08,0.0,0.0,0.0009765625,0.0,2.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.9921875,0.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2810333672477277,1.2329961103921538,0.04139268515822507,-0.9999999999999996,0.9590413923210935,0.04139268515822507,0.9590413923210935,6.020600368872428,0.9590413923210935,2.1109262422664203,9.933989856966994,0.3222192947339193,8.529912811777134
0,0,2,0,17,7,1.0,0.0,64.0,0.0,0.0,6.124377250671387e-06,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.515625,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0043213737826426,0.9590413923210935,0.04139268515822507,-0.9999999999999996,0.04139268515822507,0.04139268515822507,0.9590413923210935,6.020600368872428,0.7075701760979364,1.813580988568192,7.8267798943821525,0.3222192947339193,9.671020809202377
2,0,0,1,9,8,0.5,0.0,2.3748725652694702e-07,5.587935447692871e-08,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.5,0.5,0.001953125,0.498046875,0.498046875,0.498046875,0.498046875,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3996737214810382,1.2329961103921538,0.04139268515822507,-0.9999999999999996,0.04139268515822507,2.6405808064896528,0.9590413923210935,6.020600368872428,0.7075701760979364,3.311563153319913,9.331929865805874,0.7075701760979364,8.822430563641236
2,1,0,2,15,8,0.5,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.125,0.34375,0.34375,0.03125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2810333672477277,1.2329961103921538,0.04139268515822507,-0.9999999999999996,0.04139268515822507,0.04139268515822507,0.9590413923210935,6.020600368872428,0.7075701760979364,1.5198279937757189,8.127809886486812,0.3222192947339193,8.45708866944643
0,2,0,2,39,7,1.0,0.0,3.866851329803467e-06,0.0,0.0,3.0621886253356934e-06,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2576785748691846,1.2329961103921538,0.04139268515822507,-0.9999999999999996,0.04139268515822507,0.04139268515822507,0.9590413923210935,6.020600368872428,0.9590413923210935,2.7102020146553847,8.127809886486812,0.3222192947339193,9.920150631886179
